NID,Title,URL,Organization,Product,Issue,"What you should do",Category,"Recall class","Last updated",Archived
82160,"Giraffe™ OmniBed™ Carestation™",https://recalls-rappels.canada.ca/en/alert-recall/giraffetm-omnibedtm-carestationtm,"Medical devices","Giraffe™ OmniBed™ Carestation™",Performance,,"General hospital and personal use","Type II",2026-06-04,0
82161,"Philips Allura Xper Systems",https://recalls-rappels.canada.ca/en/alert-recall/philips-allura-xper-systems,"Medical devices","Philips Allura Xper Systems",Performance,,Radiology,"Type II",2026-06-04,0
82164,"Harmony™ Delivery Catheter System",https://recalls-rappels.canada.ca/en/alert-recall/harmonytm-delivery-catheter-system,"Medical devices","Harmony™ Delivery Catheter System",Performance,,Cardiovascular,"Type II",2026-06-04,0
82175,"Transport Canada Recall - 2026250 - NISSAN",https://recalls-rappels.canada.ca/en/alert-recall/transport-canada-recall-2026250-nissan,TC,"SUV recalled by NISSAN","Lights And Instruments",,SUV,,2026-06-04,0
82176,"Transport Canada Recall - 2026254 - TIFFIN",https://recalls-rappels.canada.ca/en/alert-recall/transport-canada-recall-2026254-tiffin,TC,"Motorhome recalled by TIFFIN",Label,,Motorhome,,2026-06-04,0
82143,"Transport Canada Recall - 2026229 - FORD",https://recalls-rappels.canada.ca/en/alert-recall/transport-canada-recall-2026229-ford,TC,"SUV recalled by FORD",Structure,,SUV,,2026-06-03,0
82148,"​​Oster Kool-Lube and Oster Blade Wash​ recalled due to improper labelling",https://recalls-rappels.canada.ca/en/alert-recall/oster-kool-lube-and-oster-blade-wash-recalled-due-improper-labelling,"Consumer product safety","Oster Kool-Lube and Oster Blade Wash","Labelling and packaging","Consumers should immediately stop using the recalled product, keep it out of reach of children and dispose of it according to municipal hazardous waste guidelines. For more information, consumers can contact Sunbeam Products Inc. toll free at 1-800-667-8623 from 9 a.m. to 5 p.m. ET Monday through Friday, or the company website&nbsp;or http://www.osterpro.com and click on “Product Recalls” at the top of the page for more information.Please note that the Canada Consumer Product Safety Act prohibits recalled products from being redistributed, sold or even given away in Canada.Health Canada would like to remind consumers to report any health or safety incidents related to the use of this product or any other consumer product or cosmetic by filling out the Consumer Product Incident Report Form.This recall is also posted on the OECD Global Portal on Product Recalls website. You can visit this site for more information on other international consumer product recalls.",Chemicals,,2026-06-03,0
82155,"IceMan CLASSIC3™",https://recalls-rappels.canada.ca/en/alert-recall/iceman-classic3tm,"Medical devices","IceMan CLASSIC3™",Performance,,"Physical medicine","Type II",2026-06-03,0
82156,"BD Canada ChloraPrep product recall; Sterility concerns",https://recalls-rappels.canada.ca/en/alert-recall/bd-canada-chloraprep-product-recall-sterility-concerns,"Drugs and health products","ChloraPrep 1 mL and 1.5 mL Applicator - Clear","Product quality","Verify if your product is affected.Consult your healthcare provider prior to discontinuing use of the affected product(s), or for any health concerns.Contact the recalling firm if you have any questions about the recall.Report any health product&nbsp;related&nbsp;side effects&nbsp;to Health Canada.Report any other health product safety&nbsp;complaints&nbsp;to&nbsp;Health Canada.",Drugs,"Type II",2026-06-03,0
82157,IntelliCuff®,https://recalls-rappels.canada.ca/en/alert-recall/intellicuffr,"Medical devices",IntelliCuff®,Performance,,Anaesthesiology,"Type II",2026-06-03,0
82158,"Dexcom G7 Sensor 1 Pack",https://recalls-rappels.canada.ca/en/alert-recall/dexcom-g7-sensor-1-pack,"Medical devices","Dexcom G7 Sensor 1 Pack","Unauthorised device",,Chemistry,"Type II",2026-06-03,0
82159,"ARTIS Icono Ceiling, Floor and Biplane Systems",https://recalls-rappels.canada.ca/en/alert-recall/artis-icono-ceiling-floor-and-biplane-systems,"Medical devices","ARTIS Icono Ceiling, Floor and Biplane Systems",Performance,,Radiology,"Type II",2026-06-03,0
82166,"Transport Canada Recall - 2026236 - YAMAHA",https://recalls-rappels.canada.ca/en/alert-recall/transport-canada-recall-2026236-yamaha,TC,"Motorcycle recalled by YAMAHA","Lights And Instruments",,Motorcycle,,2026-06-03,0
82167,"Transport Canada Recall - 2026239 - TESLA",https://recalls-rappels.canada.ca/en/alert-recall/transport-canada-recall-2026239-tesla,TC,"SUV recalled by TESLA",Label,,SUV,,2026-06-03,0
82168,"Transport Canada Recall - 2026243 - DAIMLERCHRYSLER COMMERCIAL BUSES",https://recalls-rappels.canada.ca/en/alert-recall/transport-canada-recall-2026243-daimlerchrysler-commercial-buses,TC,"Bus recalled by DAIMLERCHRYSLER COMMERCIAL BUSES","Lights And Instruments",,Bus,,2026-06-03,0
82169,"Transport Canada Recall - 2026244 - FIAT CHRYSLER AUTOMOBILES",https://recalls-rappels.canada.ca/en/alert-recall/transport-canada-recall-2026244-fiat-chrysler-automobiles,TC,"SUV recalled by FIAT CHRYSLER AUTOMOBILES",Airbag,,SUV,,2026-06-03,0
82171,"Transport Canada Recall - 2026248 - ABC COMPANIES",https://recalls-rappels.canada.ca/en/alert-recall/transport-canada-recall-2026248-abc-companies,TC,"Bus recalled by ABC COMPANIES",Structure,,Bus,,2026-06-03,0
82172,"Transport Canada Recall - 2026249 - BENTLEY",https://recalls-rappels.canada.ca/en/alert-recall/transport-canada-recall-2026249-bentley,TC,"Car recalled by BENTLEY",Powertrain,,Car,,2026-06-03,0
82173,"Transport Canada Recall - 2026252 - BRINKLEY RV",https://recalls-rappels.canada.ca/en/alert-recall/transport-canada-recall-2026252-brinkley-rv,TC,"RV Trailer recalled by BRINKLEY RV",Suspension,,"RV Trailer",,2026-06-03,0
77755,"Kala Red Light Face Mask",https://recalls-rappels.canada.ca/en/alert-recall/kala-red-light-face-mask,"Medical devices","Kala Red Light Face Mask",Performance,,"Physical medicine","Type II",2026-06-02,0
82138,"Hybrid Infusions Ltd. recalls Champagne Supernova 3x0.5g Pre-Roll due to packaging and labelling issue",https://recalls-rappels.canada.ca/en/alert-recall/hybrid-infusions-ltd-recalls-champagne-supernova-3x05g-pre-roll-due-packaging-and,"Controlled substances and cannabis","Champagne Supernova 3x0.5g Pre-Roll, dried cannabis","Labelling and packaging","Check to see if your products are affected.Contact the store where you bought the product if you wish to return it.Report any health or safety complaints you have about these or other cannabis products by filling out the Cannabis Reporting Form online.",Cannabis,,2026-06-02,0
82140,"Omnipod® Insulin Management System - Omnipod®",https://recalls-rappels.canada.ca/en/alert-recall/omnipodr-insulin-management-system-omnipodr,"Medical devices","Omnipod® Insulin Management System - Omnipod®",Performance,,"General hospital and personal use - Gastroenterology and urology","Type I",2026-06-01,0
82152,"Transport Canada Recall - 2026240 - BLUE BIRD",https://recalls-rappels.canada.ca/en/alert-recall/transport-canada-recall-2026240-blue-bird,TC,"School Bus recalled by BLUE BIRD","Seats And Restraints",,"School Bus",,2026-06-01,0
82153,"Transport Canada Recall - 2026242 - VOLKSWAGEN",https://recalls-rappels.canada.ca/en/alert-recall/transport-canada-recall-2026242-volkswagen,TC,"SUV recalled by VOLKSWAGEN","Visual System",,SUV,,2026-06-01,0
82154,"Transport Canada Recall - 2026245 - GENERAL MOTORS",https://recalls-rappels.canada.ca/en/alert-recall/transport-canada-recall-2026245-general-motors,TC,"Light Truck & Van recalled by GENERAL MOTORS",Airbag,,"Light Truck & Van",,2026-06-01,0
73937,"Yes To brand cleanser, facial scrub and deep cleansing scrub recalled due to presence of plastic microbeads",https://recalls-rappels.canada.ca/en/alert-recall/yes-brand-cleanser-facial-scrub-and-deep-cleansing-scrub-recalled-due-presence-plastic,Consumer product safety,"“Yes To” brand tomatoes charcoal detoxifying daily cleanser, grapefruit daily facial scrub, and tomatoes detoxifying charcoal deep cleansing scrubs",Chemical hazard,"Consumers should immediately stop using the recalled product and return them to the store they bought the product from to ensure proper disposal. For more information, consumers can contact M.C.P McCaughey Consumer Products Management, Inc. by telephone at 1-866-627-8745, or by email at questions@mcptri.com, Monday to Friday between 9:00 a.m. to 5:00 p.m. EST. Health Canada would like to remind consumers to report any health or safety incidents related to the use of this product or any other consumer product or cosmetic by filling out the Consumer Product Incident Report Form.This recall is also posted on the OECD Global Portal on Product Recalls website. You can visit this site for more information on other international consumer product recalls.",Beauty and personal care,,2023-08-03,1
74352,Flikrfire personal Firepots recalled due to lack of appropriate labelling and hazard information,https://recalls-rappels.canada.ca/en/alert-recall/flikrfire-personal-firepots-recalled-due-lack-appropriate-labelling-and-hazard,Consumer product safety,Flikrfire Round Personal Fireplace and Flikrfire Square Personal Fireplace,Labelling and packaging,"Consumers who have these affected products should immediately stop using them and safely dispose of the items in such a way that they cannot be used again. For more information, consumers may contact Flikr LLC by email at&nbsp;info@flikrfire.com or visit the company website.&nbsp;Please note that the Canada Consumer Product Safety Act prohibits recalled products from being redistributed, sold or even given away in Canada.Health Canada would like to remind consumers to report any health or safety incidents related to the use of this product or any other consumer product or cosmetic by filling out the Consumer Product Incident Report Form.This recall is also posted on the OECD Global Portal on Product Recalls website. You can visit this site for more information on other international consumer product recalls.",Chemicals,,2023-09-28,0
74349,STAX Insane Magnetic Building Blocks recalled due to ingestion hazard,https://recalls-rappels.canada.ca/en/alert-recall/stax-insane-magnetic-building-blocks-recalled-due-ingestion-hazard,Consumer product safety,STAX Insane Magnetic Building Blocks by On Trend Goods.,Ingestion hazard,"Consumers should&nbsp;immediately stop using the recalled product and&nbsp;return it to the retailer where it was purchased from in Canada.For more information, consumers can contact Zibbers Inc. by telephone at 1-800-642-0902 from 9:00 am to 5:00 pm EST. Please note that the Canada Consumer Product Safety Act prohibits recalled products from being redistributed, sold or even given away in Canada.Health Canada would like to remind consumers to report any health or safety incidents related to the use of this product or any other consumer product or cosmetic by filling out the Consumer Product Incident Report Form.This recall is also posted on the OECD Global Portal on Product Recalls website. You can visit this site for more information on other international consumer product recalls.",Toys and games,,2023-09-27,0
